Instance;cuPDLP; a-indep,
30n20b8;600,0062069892883;600,0062069892883
cdc7-4-3-2;1,2151591777801514;1,2151591777801514
cmflsp40-24-10-7;187,01710987091064;187,01710987091064
dlr1;600,1843509674072;600,1843509674072
dws012-02;1,5901908874511719;1,5901908874511719
neos-1367061;30,986600875854492;30,986600875854492
neos-2991472-kalu;2,9718430042266846;2,9718430042266846
neos-4408804-prosna;284,13460993766785;284,13460993766785
neos-4760493-puerua;600,6064698696136;600,6064698696136
neos-5076235-embley;12,044156074523926;12,044156074523926
neos-5079731-flyers;10,632827997207642;10,632827997207642
neos-848589;38,917715072631836;38,917715072631836
neos-885524;1,6059439182281494;1,6059439182281494
neos-932721;3,823505163192749;3,823505163192749
ns1690781;600,0000739097595;600,0000739097595
physiciansched3-3;600,500569820404;600,500569820404
sct32;600,0015459060669;600,0015459060669
shs1014;600,4103720188141;600,4103720188141
shs1042;600,144565820694;600,144565820694
square41;600,0005428791046;600,0005428791046
usafa;79,14819407463074;79,14819407463074
