Instance;cuPDLP; a-indep,
2club200v15p5scn;2,9994659423828125;2,9994659423828125
30n20b8;600,0021340847015;600,0021340847015
academictimetablebig;20,092599153518677;20,092599153518677
app1-2;600,0070998668671;600,0070998668671
bab2;600,0028758049011;600,0028758049011
bab3;600,0026271343231;600,0026271343231
bab5;243,70821809768677;243,70821809768677
bab6;600,0042080879211;600,0042080879211
blp-ic97;121,99018597602844;121,99018597602844
blp-ic98;133,65709400177002;133,65709400177002
bppc6-02;71,69569206237793;71,69569206237793
bppc6-06;82,80557298660278;82,80557298660278
brazil3;65,73169493675232;65,73169493675232
chromaticindex512-7;0,7850480079650879;0,7850480079650879
ci-s4;600,0053420066833;600,0053420066833
cmflsp40-24-10-7;359,95806193351746;359,95806193351746
cmflsp50-24-8-8;98,16832304000854;98,16832304000854
co-100;600,00177693367;600,00177693367
d20200;600,0004019737244;600,0004019737244
datt256;606,8083441257477;606,8083441257477
dlr1;600,0049290657043;600,0049290657043
ds;433,73258209228516;433,73258209228516
ds-big;600,0008790493011;600,0008790493011
dws008-03;1,06414794921875;1,06414794921875
dws012-01;2,116166830062866;2,116166830062866
eva1aprime6x6opt;66,38476395606995;66,38476395606995
ex10;1,9380888938903809;1,9380888938903809
ex1010-pi;82,19734191894531;82,19734191894531
fhnw-binschedule0;600,002758026123;600,002758026123
fhnw-binschedule1;600,1935229301453;600,1935229301453
fhnw-binschedule2;465,39573097229004;465,39573097229004
fhnw-schedule-paira200;0,5883438587188721;0,5883438587188721
fhnw-schedule-pairb400;1,8681740760803223;1,8681740760803223
fiball;14,010101079940796;14,010101079940796
ger50-17-trans-dfn-3t;390,62593507766724;390,62593507766724
ger50-17-trans-pop-3t;600,0063598155975;600,0063598155975
germanrr;600,001317024231;600,001317024231
gfd-schedulen180f7d50m30k18;50,563685178756714;50,563685178756714
gmut-76-40;600,0016150474548;600,0016150474548
graph20-80-1rand;1,5187208652496338;1,5187208652496338
graph40-40-1rand;2,069782018661499;2,069782018661499
graph40-80-1rand;3,7182722091674805;3,7182722091674805
hgms62;600,0036270618439;600,0036270618439
highschool1-aigio;12,306848049163818;12,306848049163818
iis-hc-cov;26,03153705596924;26,03153705596924
in;25,590620040893555;25,590620040893555
ivu06;593,7225739955902;593,7225739955902
ivu06-big;600,0045568943024;600,0045568943024
ivu52;254,37609601020813;254,37609601020813
ivu59;600,0019588470459;600,0019588470459
k1mushroom;39,987189054489136;39,987189054489136
kosova1;7,193256855010986;7,193256855010986
kottenpark09;600,0025298595428;600,0025298595428
lr1dr04vc05v17a-t360;600,0022978782654;600,0022978782654
momentum1;600,0002489089966;600,0002489089966
mushroom-best;22,70658588409424;22,70658588409424
mzzv11;600,0086607933044;600,0086607933044
mzzv42z;600,0012891292572;600,0012891292572
n2seq36q;5,757329940795898;5,757329940795898
n3seq24;28,170483112335205;28,170483112335205
neos-1122047;77,89322400093079;77,89322400093079
neos-1171448;1,5782840251922607;1,5782840251922607
neos-1354092;45,976948976516724;45,976948976516724
neos-1593097;7,48707389831543;7,48707389831543
neos-2991472-kalu;0,7098019123077393;0,7098019123077393
neos-3025225-shelon;30,882068872451782;30,882068872451782
neos-3208254-reiu;600,0114371776581;600,0114371776581
neos-3229051-yass;0,15667390823364258;0,15667390823364258
neos-3230511-yuna;0,5306699275970459;0,5306699275970459
neos-3322547-alsek;15,517993927001953;15,517993927001953
neos-3354841-apure;39,34643292427063;39,34643292427063
neos-3372571-onahau;194,0167338848114;194,0167338848114
neos-3402294-bobin;12,516640901565552;12,516640901565552
neos-3740487-motru;9,028625011444092;9,028625011444092
neos-4292145-piako;119,64931011199951;119,64931011199951
neos-4300652-rahue;4,446507930755615;4,446507930755615
neos-4321076-ruwer;47,13681697845459;47,13681697845459
neos-4332801-seret;600,1431810855865;600,1431810855865
neos-4332810-sesia;600,1379640102386;600,1379640102386
neos-4359986-taipa;6,981865882873535;6,981865882873535
neos-4533806-waima;600,0063400268555;600,0063400268555
neos-4535459-waipa;600,001631975174;600,001631975174
neos-4545615-waita;600,0462670326233;600,0462670326233
neos-4555749-wards;409,9989700317383;409,9989700317383
neos-4562542-watut;476,0093960762024;476,0093960762024
neos-4647027-thurso;207,11186504364014;207,11186504364014
neos-4647030-tutaki;137,80665516853333;137,80665516853333
neos-4647032-veleka;47,4827618598938;47,4827618598938
neos-4805882-barwon;600,0051870346069;600,0051870346069
neos-4954274-beardy;112,11222004890442;112,11222004890442
neos-4972437-bojana;118,95762205123901;118,95762205123901
neos-4972461-bolong;536,5657930374146;536,5657930374146
neos-4976951-bunnoo;370,2209630012512;370,2209630012512
neos-498623;42,49354600906372;42,49354600906372
neos-5013590-toitoi;600,0036618709564;600,0036618709564
neos-5041822-cockle;600,0000808238983;600,0000808238983
neos-5049753-cuanza;3,000408887863159;3,000408887863159
neos-5052403-cygnet;336,06645607948303;336,06645607948303
neos-5076235-embley;12,558081150054932;12,558081150054932
neos-5079731-flyers;24,880164861679077;24,880164861679077
neos-5102383-irwell;14,089128017425537;14,089128017425537
neos-5104907-jarama;527,1968550682068;527,1968550682068
neos-5106984-jizera;15,254904985427856;15,254904985427856
neos-5108386-kalang;273,51927399635315;273,51927399635315
neos-5114902-kasavu;5,4418909549713135;5,4418909549713135
neos-5116085-kenana;5,614269018173218;5,614269018173218
neos-5118834-korana;258,18394589424133;258,18394589424133
neos-5118851-kowhai;5,244320869445801;5,244320869445801
neos-5123665-limmat;600,0029199123383;600,0029199123383
neos-5129192-manaia;185,67913103103638;185,67913103103638
neos-5138690-middle;546,1724190711975;546,1724190711975
neos-5188808-nattai;2,9246609210968018;2,9246609210968018
neos-5193246-nerang;2,001307964324951;2,001307964324951
neos-5195221-niemur;1,8443129062652588;1,8443129062652588
neos-5196530-nuhaka;2,077316999435425;2,077316999435425
neos-5223573-tarwin;26,05579400062561;26,05579400062561
neos-5251015-ogosta;17,91920495033264;17,91920495033264
neos-525149;2,4218199253082275;2,4218199253082275
neos-5266653-tugela;18,324753046035767;18,324753046035767
neos-5273874-yomtsa;26,893467903137207;26,893467903137207
neos-578379;5,234259128570557;5,234259128570557
neos-738098;8,008118867874146;8,008118867874146
neos-824661;600,0049660205841;600,0049660205841
neos-826224;141,5295991897583;141,5295991897583
neos-827175;454,0759220123291;454,0759220123291
neos-848589;15,941570043563843;15,941570043563843
neos-913984;0,39738893508911133;0,39738893508911133
neos-932721;2,7929651737213135;2,7929651737213135
neos-933638;3,1798601150512695;3,1798601150512695
neos-933966;2,120136022567749;2,120136022567749
neos-950242;5,156948804855347;5,156948804855347
neos-953928;10,073129892349243;10,073129892349243
neos-960392;24,276165008544922;24,276165008544922
ns1430538;254,7134690284729;254,7134690284729
ns1456591;133,32511520385742;133,32511520385742
ns1631475;600,0047600269318;600,0047600269318
ns1644855;239,2286717891693;239,2286717891693
ns1760995;600,0002081394196;600,0002081394196
ns1828997;0,9208121299743652;0,9208121299743652
ns1830653;25,229101181030273;25,229101181030273
ns1856153;0,48988914489746094;0,48988914489746094
nucorsav;67,15239310264587;67,15239310264587
opm2-z8-s0;288,8862090110779;288,8862090110779
pb-fit2d;600,0035810470581;600,0035810470581
pb-grow22;322,0112290382385;322,0112290382385
physiciansched3-3;600,0042381286621;600,0042381286621
physiciansched5-3;600,003623008728;600,003623008728
piperout-d20;600,0209848880768;600,0209848880768
reblock420;25,44026017189026;25,44026017189026
rmatr200-p10;38,01998782157898;38,01998782157898
rmatr200-p5;114,5752489566803;114,5752489566803
rmine21;600,0008270740509;600,0008270740509
rmine25;600,0022311210632;600,0022311210632
roi5alpha10n8;24,568965911865234;24,568965911865234
rwth-timetable;600,0994939804077;600,0994939804077
s100;600,0020678043365;600,0020678043365
s250r10;600,0012700557709;600,0012700557709
satellites2-60-fs;252,67610812187195;252,67610812187195
savsched1;3,472882032394409;3,472882032394409
scpk4;82,20041108131409;82,20041108131409
scpl4;175,83859205245972;175,83859205245972
scpm1;90,43817710876465;90,43817710876465
scpn2;611,9231300354004;611,9231300354004
sct1;600,0016169548035;600,0016169548035
sct32;600,0045299530029;600,0045299530029
sct5;196,1671290397644;196,1671290397644
seqsolve1;24,758105993270874;24,758105993270874
seqsolve2short4288;5,127629995346069;5,127629995346069
seqsolve3short4288excess384;119,57075500488281;119,57075500488281
shipsched;38,67350721359253;38,67350721359253
